# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  99 3.5283096444e-10 1.0004100141e-13 -2.9654332001e-12 0.0000000000e+00 1.0673246325e-11 1.6038695665e-12 -9.6837491557e-15
 100 3.5690964204e-10 1.0198430740e-13 -3.0528816317e-12 0.0000000000e+00 1.0394735784e-11 1.5704237699e-12 -9.2932383105e-15
 101 3.6101574550e-10 1.0390569340e-13 -3.1403585319e-12 0.0000000000e+00 1.0126148593e-11 1.5380960859e-12 -8.8760229279e-15
 102 3.6514874349e-10 1.0580398157e-13 -3.2278021993e-12 0.0000000000e+00 9.8671006901e-12 1.5068367464e-12 -8.4431427221e-15
 103 3.6930793212e-10 1.0767804171e-13 -3.3151506535e-12 0.0000000000e+00 9.6171047031e-12 1.4765831688e-12 -8.0065488016e-15
 104 3.7349242853e-10 1.0952679346e-13 -3.4023416755e-12 0.0000000000e+00 9.3755666631e-12 1.4472595485e-12 -7.5791259380e-15
 105 3.7770116447e-10 1.1134920857e-13 -3.4893128485e-12 0.0000000000e+00 9.1417827187e-12 1.4187764505e-12 -7.1747148342e-15
 106 3.8193287994e-10 1.1314431321e-13 -3.5760015983e-12 0.0000000000e+00 8.9149358501e-12 1.3910304016e-12 -6.8081343934e-15
 107 3.8618637459e-10 1.1491103539e-13 -3.6623440516e-12 0.0000000000e+00 8.6942837073e-12 1.3639279876e-12 -6.4921232113e-15
 108 3.9046131313e-10 1.1664771991e-13 -3.7482713546e-12 0.0000000000e+00 8.4797572756e-12 1.3374626240e-12 -6.2276588392e-15
 109 3.9475751436e-10 1.1835255364e-13 -3.8337129442e-12 0.0000000000e+00 8.2714351240e-12 1.3116471610e-12 -6.0124018007e-15
 110 3.9907469909e-10 1.2002371516e-13 -3.9185977144e-12 0.0000000000e+00 8.0693580262e-12 1.2864901277e-12 -5.8436530759e-15
 111 4.0341248645e-10 1.2165937548e-13 -4.0028540446e-12 0.0000000000e+00 7.8735276587e-12 1.2619955789e-12 -5.7183443783e-15
